"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"Violence Reduction Network                                                                                                                                                                                                                                      ","CA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Oakland                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","https://www.vrnetwork.org/Home                                                                                                                     ",1
"Violence Reduction Network                                                                                                                                                                                                                                      ","CA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Richmond                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","https://www.vrnetwork.org/Home                                                                                                                     ",1
"Violence Reduction Network                                                                                                                                                                                                                                      ","DE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Wilmington                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","https://www.vrnetwork.org/Home                                                                                                                     ",1
"Violence Reduction Network                                                                                                                                                                                                                                      ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Chicago                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","https://www.vrnetwork.org/Home                                                                                                                     ",1
"Violence Reduction Network                                                                                                                                                                                                                                      ","MI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Detroit                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","https://www.vrnetwork.org/Home                                                                                                                     ",1
"Violence Reduction Network                                                                                                                                                                                                                                      ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Camden                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","https://www.vrnetwork.org/Home                                                                                                                     ",1
