"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"StrikeForce                                                                                                                                                                                                                                                     ","AL                                                                                                                                                                                                                                                             ","Wilcox County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AL                                                                                                                                                                                                                                                             ","Winston County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Arkansas County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Ashley County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Bradley County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Chicot County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Clark County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Clay County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Columbia County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Conway County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Craighead County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Crittenden County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Dallas County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Desha County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Drew County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Franklin County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Fulton County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Hempstead County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Howard County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Independence County                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Izard County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Jackson County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Jefferson County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Johnson County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Lafayette County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Lawrence County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Lee County                                                                                                                                                                                                                                                     ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","AR                                                                                                                                                                                                                                                             ","Lincoln County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
