"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Tampa                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","FL                                                                                                                                                                                                                                                             ","West Palm Beach                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Atlanta                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Augusta                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Macon                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Savannah                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","GA                                                                                                                                                                                                                                                             ","DeKalb                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","GA                                                                                                                                                                                                                                                             ","Fulton                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Davenport                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Des Moines                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Dubuque                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Aurora                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Chicago                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","North Chicago                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Rockford                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Village of Phoenix                                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","Cook                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IL                                                                                                                                                                                                                                                             ","DuPage                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Elkhart                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Fort Wayne                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Gary                                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","IN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Indianapolis                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","KS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Kansas City                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Louisville                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","LA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Baton Rouge                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","LA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Caddo Parish                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","LA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jonesville                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","LA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","New Orleans                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
