"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OH                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","East Cleveland                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OH                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Massillon                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OK                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Cherokee Nation (Tribal)                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OK                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Pawnee Nation                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OR                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Beaverton                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OR                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Portland                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","OR                                                                                                                                                                                                                                                             ","Multnomah                                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Allentown                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Carlisle                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Harrisburg                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Johnstown                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Philadelphia                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Pittsburgh                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","PA                                                                                                                                                                                                                                                             ","Allegheny                                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","RI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Providence                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","SC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Charleston                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","SC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Columbia                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","SC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Holly Hill                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","SC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Johnston                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Chattanooga                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Knoxville                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Memphis                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Nashville                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Brownsville                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Dallas                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Edinburg                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Fort Worth                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Houston                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
