"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"NEA Our Town                                                                                                                                                                                                                                                    ","DC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Washington                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",3
"NEA Our Town                                                                                                                                                                                                                                                    ","DC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Washington                                                                                                                                                                                                                                                              ","Brookland neighborhood                                                                                                                                                                                                                                                                                                                                                                                                                           ","http://arts.gov/exploring-our-town/dance-place                                                                                                     ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","DC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Washington                                                                                                                                                                                                                                                              ","Northeast DC                                                                                                                                                                                                                                                                                                                                                                                                                                     ","http://arts.gov/national/our-town/grantee/2014/culturaldc                                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Fort Lauderdale                                                                                                                                                                                                                                                         ","North Beach Village neighborhood                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Miami                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2012/city-miami                                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Miami                                                                                                                                                                                                                                                                   ","New Town Square                                                                                                                                                                                                                                                                                                                                                                                                                                  ","http://arts.gov/national/our-town/grantee/2014/performing-arts-center-trust-inc-aka-adrienne-arsht-center-performing                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Opa-locka                                                                                                                                                                                                                                                               ","Magnolia North                                                                                                                                                                                                                                                                                                                                                                                                                                   ","http://arts.gov/exploring-our-town/opa-locka-community-gateways                                                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Orlando                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2012/city-orlando                                                                                        ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Tampa                                                                                                                                                                                                                                                                   ","Central Avenue                                                                                                                                                                                                                                                                                                                                                                                                                                   ","http://arts.gov/national/our-town/grantee/2013/city-tampa-florida-arts-cultural-affairs-department                                                 ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Atlanta                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",4
"NEA Our Town                                                                                                                                                                                                                                                    ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Atlanta                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/city-atlanta-georgia-aka-office-cultural-affairs                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Macon                                                                                                                                                                                                                                                                   ","Mill Hill neighborhood                                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Savannah                                                                                                                                                                                                                                                                ","West Side neighborhood                                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","HI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Honolulu                                                                                                                                                                                                                                                                ","Kaka'ako district                                                                                                                                                                                                                                                                                                                                                                                                                                ","http://arts.gov/exploring-our-town/ola-ka-ilima-creative-culture-and-art-spaces                                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","HI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Honolulu                                                                                                                                                                                                                                                                ","Kaka'ako district                                                                                                                                                                                                                                                                                                                                                                                                                                ","http://arts.gov/national/our-town/grantee/2013/hawaii-alliance-arts-education-hawaii-arts-alliance                                                 ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","IA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Dubuque                                                                                                                                                                                                                                                                 ","Dubuque Historic Millwork District                                                                                                                                                                                                                                                                                                                                                                                                               ","http://arts.gov/exploring-our-town/arts-district                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","ID                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Boise                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2011/trey-mcintyre-project                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","ID                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Boise                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2013/idaho-shakespeare-festival                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","IL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Rockford                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/rockford-area-arts-council                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","IN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Indianapolis                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/flow-can-you-see-river                                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","IN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Indianapolis                                                                                                                                                                                                                                                            ","Monument Circle                                                                                                                                                                                                                                                                                                                                                                                                                                  ","http://arts.gov/national/our-town/grantee/2014/city-indianapolis-indiana-department-public-works                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Berea                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/wayfinding-design                                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Covington                                                                                                                                                                                                                                                               ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/exploring-our-town/co-sign                                                                                                         ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Cumberland                                                                                                                                                                                                                                                              ","Harlan, Cumberland, Whitesburg, and Middlesboro, Kentucky, and Cumberland Gap, Tennessee                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/national/our-town/grantee/2014/southeast-kentucky-community-and-technical-college                                                  ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Hindman                                                                                                                                                                                                                                                                 ","Knott County                                                                                                                                                                                                                                                                                                                                                                                                                                     ","http://arts.gov/national/our-town/grantee/2014/appalachian-artisan-center-kentucky                                                                 ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jenkins                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2013/appalshop-whitesburg-ky                                                                             ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Lexington                                                                                                                                                                                                                                                               ","North Limestone Corridor                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/national/our-town/grantee/2014/blue-grass-community-foundation                                                                     ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","KY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Louisville                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/residency-unlimited-inc                                                                             ",1
