"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Brownsville                                                                                                                                                                                                                                                             ","Market Square                                                                                                                                                                                                                                                                                                                                                                                                                                    ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Dallas                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/content/city-dallas-citydesign-studio                                                                                              ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Dallas                                                                                                                                                                                                                                                                  ","Tenth Street Historic District                                                                                                                                                                                                                                                                                                                                                                                                                   ","http://arts.gov/national/our-town/grantee/2012/buildingcommunityworkshop                                                                           ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","El Paso                                                                                                                                                                                                                                                                 ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/exploring-our-town/downtown-pathways                                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Houston                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Houston                                                                                                                                                                                                                                                                 ","East End                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/national/our-town/grantee/2013/houston-arts-alliance                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Houston                                                                                                                                                                                                                                                                 ","Southeast Houston                                                                                                                                                                                                                                                                                                                                                                                                                                ","http://arts.gov/exploring-our-town/southeast-houston-arts-initiative                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","San Antonio                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/gemini-series-inc-aka-gemini-ink                                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","San Antonio                                                                                                                                                                                                                                                             ","EastPoint Promise Zone                                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","TX                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","San Antonio                                                                                                                                                                                                                                                             ","Riverwalk                                                                                                                                                                                                                                                                                                                                                                                                                                        ","http://arts.gov/exploring-our-town/public-space-public-transit-public-art                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","UT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Ogden                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","UT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Salt Lake City                                                                                                                                                                                                                                                          ","West Salt Lake                                                                                                                                                                                                                                                                                                                                                                                                                                   ","http://arts.gov/national/our-town/grantee/2014/salt-lake-city-corporation                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Charlottesville                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/city-charlottesville-virginia                                                                       ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Fairfax                                                                                                                                                                                                                                                                 ","Tysons Corner                                                                                                                                                                                                                                                                                                                                                                                                                                    ","http://arts.gov/national/our-town/grantee/2013/arts-council-fairfax-county                                                                         ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Norfolk                                                                                                                                                                                                                                                                 ","Downtown Arts and Design District                                                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Portsmouth                                                                                                                                                                                                                                                              ","Paradise Creek Nature Park                                                                                                                                                                                                                                                                                                                                                                                                                       ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Roanoke                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/parks-and-arts                                                                                                  ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Brattleboro                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2012/town-brattleboro                                                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","VT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Montpelier                                                                                                                                                                                                                                                              ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Olympia                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/canoe-journey                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Olympia                                                                                                                                                                                                                                                                 ","Southern Salish Sea region                                                                                                                                                                                                                                                                                                                                                                                                                       ","http://arts.gov/national/our-town/grantee/2014/evergreen-state-college-2                                                                           ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Seattle                                                                                                                                                                                                                                                                 ","Capitol Hill                                                                                                                                                                                                                                                                                                                                                                                                                                     ","http://arts.gov/national/our-town/grantee/2014/city-seattle-washington-aka-city-seattle-office-arts-cultural-affairs                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Seattle                                                                                                                                                                                                                                                                 ","Chinatown, Japantown, and Little Saigon cultural districts                                                                                                                                                                                                                                                                                                                                                                                       ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Tacoma                                                                                                                                                                                                                                                                  ","Pacific Avenue                                                                                                                                                                                                                                                                                                                                                                                                                                   ","http://arts.gov/exploring-our-town/tacoma-art-museum-plaza                                                                                         ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Tacoma                                                                                                                                                                                                                                                                  ","Prairie Land Trail                                                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","La Crosse                                                                                                                                                                                                                                                               ","La Crosse Arts District                                                                                                                                                                                                                                                                                                                                                                                                                          ","http://arts.gov/national/our-town/grantee/2013/city-la-crosse-wisconsin                                                                            ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Madison                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/content/city-madison                                                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","WI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Madison                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2013/city-madison-wisconsin                                                                              ",1
